-1.397180706262588501e-01,1.534765027463436127e-02,4.806806333363056183e-03,-3.397506475448608398e-02,1.353070139884948730e-02
1.432872712612152100e-01,-1.242774873971939087e-01,-6.731522828340530396e-02,-8.582481741905212402e-02,-1.826255023479461670e-02
4.862645640969276428e-02,1.249770913273096085e-02,-6.944980472326278687e-02,3.572866320610046387e-02,-4.903395101428031921e-02
3.197873756289482117e-02,-6.870657205581665039e-02,-7.857546210289001465e-02,-7.000602781772613525e-02,1.088314354419708252e-01
2.742617949843406677e-02,-1.417220085859298706e-01,8.514203876256942749e-02,9.066084772348403931e-02,4.957024380564689636e-02
-4.844188690185546875e-02,7.700647413730621338e-02,5.706784129142761230e-02,1.232657860964536667e-02,-5.100180953741073608e-02
8.336471021175384521e-02,-2.049116045236587524e-01,-1.182475462555885315e-01,-7.202975451946258545e-02,-9.904116392135620117e-02
4.621429741382598877e-02,7.758066058158874512e-02,-1.885000988841056824e-02,5.447833240032196045e-02,-9.789356589317321777e-02
1.336078047752380371e-01,-3.446993231773376465e-02,-1.390361338853836060e-01,4.045785218477249146e-02,-9.585408121347427368e-02
-1.294874772429466248e-02,-1.757343262434005737e-01,-5.970680154860019684e-03,-7.594993710517883301e-02,4.690065607428550720e-02
-8.421962708234786987e-02,5.342893674969673157e-02,-3.700838983058929443e-02,-1.473738998174667358e-02,-1.855994313955307007e-01
1.086466293781995773e-02,-2.442942000925540924e-02,1.176057755947113037e-01,1.046788319945335388e-01,-5.216369405388832092e-03
-1.022979766130447388e-01,-8.048624545335769653e-02,6.659171730279922485e-02,5.088449642062187195e-02,-5.316567793488502502e-02
-4.024183750152587891e-02,-4.521600157022476196e-02,-1.576279550790786743e-01,6.578118354082107544e-02,8.071389049291610718e-02
-3.372334316372871399e-02,4.062506556510925293e-02,6.725106388330459595e-02,4.558996483683586121e-02,2.994119934737682343e-02
-7.346282154321670532e-02,1.305813193321228027e-01,1.051945909857749939e-01,1.803697645664215088e-02,9.486641734838485718e-02
-9.134466201066970825e-02,6.284954398870468140e-02,6.561373174190521240e-02,4.120906814932823181e-02,-9.009105712175369263e-02
6.155115738511085510e-02,-3.711297363042831421e-02,-5.814540758728981018e-02,-8.395509794354438782e-03,-3.274422883987426758e-02
-7.003840059041976929e-03,2.302903681993484497e-02,-9.971252642571926117e-03,-4.463181644678115845e-02,1.807169616222381592e-02
-8.831239305436611176e-03,-1.681567402556538582e-03,-1.434739232063293457e-01,-1.342059820890426636e-01,8.365537226200103760e-02
1.314314603805541992e-01,-5.056275054812431335e-02,3.777733072638511658e-02,-1.284099072217941284e-01,3.344143927097320557e-02
6.838230043649673462e-02,7.601446658372879028e-02,-9.524650871753692627e-02,2.172892168164253235e-02,-1.422131806612014771e-02
6.590647995471954346e-02,-1.737980842590332031e-01,-1.200014054775238037e-01,3.142670169472694397e-02,-6.810981780290603638e-02
-9.523554472252726555e-04,-6.297358870506286621e-02,-2.803830662742257118e-03,-5.569707229733467102e-02,-1.237140744924545288e-01
-9.919115900993347168e-02,1.561619341373443604e-01,1.634214669466018677e-01,-7.844661176204681396e-02,-5.338688567280769348e-02
3.208163380622863770e-02,-8.670998737215995789e-03,-1.764564216136932373e-01,-2.032806128263473511e-01,7.490593474358320236e-03
5.768109112977981567e-03,4.370770975947380066e-02,3.547107800841331482e-02,1.503051370382308960e-01,-8.844989351928234100e-03
2.185707911849021912e-02,1.764729851856827736e-03,3.619778156280517578e-02,5.071108415722846985e-02,-2.344003170728683472e-01
-2.114090882241725922e-02,-1.098576784133911133e-01,1.311811059713363647e-01,8.539410680532455444e-02,-1.906581223011016846e-02
7.916159927845001221e-03,2.691676840186119080e-02,-6.327779591083526611e-02,-1.074451953172683716e-01,3.141678497195243835e-02
-1.534486562013626099e-01,9.808955341577529907e-02,-5.581142753362655640e-02,1.994300037622451782e-01,1.979200355708599091e-02
5.605697259306907654e-02,4.664001613855361938e-02,-3.568059802055358887e-01,-6.384159624576568604e-02,-6.315247714519500732e-02
1.259012967348098755e-01,-1.131427064538002014e-01,-8.208269625902175903e-02,5.344465840607881546e-03,5.939655471593141556e-03
8.031819760799407959e-02,-5.438918247818946838e-02,-1.156323105096817017e-01,4.190630465745925903e-02,-3.167192637920379639e-02
6.409444659948348999e-02,7.470505684614181519e-02,-5.229205824434757233e-03,-2.550688199698925018e-02,-5.477697029709815979e-02
-2.362183108925819397e-02,-2.044515451416373253e-03,-1.499449312686920166e-01,-1.625294610857963562e-02,9.406548738479614258e-02
9.625033289194107056e-02,-6.611364334821701050e-02,-5.576543137431144714e-02,-1.385178416967391968e-01,-5.988847091794013977e-02
-1.869495213031768799e-02,1.430087089538574219e-01,-6.525453925132751465e-02,-1.149105802178382874e-01,1.289527490735054016e-02
6.304536014795303345e-02,-1.168789938092231750e-01,-1.031686645001173019e-02,1.389839872717857361e-02,-1.633772701025009155e-01
1.436488796025514603e-02,-1.317954808473587036e-01,1.365719586610794067e-01,-4.412889480590820312e-02,-8.597368001937866211e-02
-1.303583085536956787e-01,9.048709273338317871e-02,-1.422843933105468750e-01,-1.192077994346618652e-01,4.252590239048004150e-02
1.073685064911842346e-01,-6.895018275827169418e-03,1.337353512644767761e-02,3.408175660297274590e-03,-1.679325476288795471e-02
-4.098463058471679688e-02,2.718026377260684967e-02,5.265646427869796753e-02,7.592238951474428177e-03,-2.684233337640762329e-02
-3.758084401488304138e-02,4.877618700265884399e-02,4.353886842727661133e-02,1.305288448929786682e-02,-1.937486231327056885e-01
-6.668821722269058228e-02,-1.229649409651756287e-01,1.190072521567344666e-01,5.664945393800735474e-02,5.614646524190902710e-02
-4.490061104297637939e-02,9.814373403787612915e-02,-1.748170852661132812e-01,-9.293299913406372070e-02,4.009702056646347046e-02
-3.977614641189575195e-02,-6.557895988225936890e-02,1.270712614059448242e-01,8.977052569389343262e-02,-6.098308600485324860e-03
-4.689738899469375610e-02,9.648294001817703247e-02,-3.223306685686111450e-02,1.066090241074562073e-01,-7.103030220605432987e-04
-1.841670833528041840e-02,-5.091233178973197937e-02,7.020055316388607025e-03,-6.234959512948989868e-02,1.212035045027732849e-01
-4.792815819382667542e-02,6.744959857314825058e-03,3.753174096345901489e-02,-6.929279863834381104e-02,2.151371724903583527e-02
-2.571314107626676559e-03,-1.211804375052452087e-01,1.000541448593139648e-01,1.030737906694412231e-01,-1.005926951766014099e-01
-1.517757494002580643e-02,-3.315543755888938904e-02,-4.973155260086059570e-02,-1.742029786109924316e-01,4.323709756135940552e-02
-3.659170493483543396e-02,-2.384429797530174255e-02,6.773702055215835571e-02,-7.063614577054977417e-02,-4.391905665397644043e-02
6.344924867153167725e-02,-9.763572365045547485e-02,-5.865487828850746155e-02,3.219315037131309509e-02,-1.756257005035877228e-02
9.744868427515029907e-02,7.836307585239410400e-02,-1.435482501983642578e-01,-6.687452644109725952e-02,-4.676003009080886841e-02
-1.246537361294031143e-02,2.884978428483009338e-02,-2.672682143747806549e-02,-1.226090267300605774e-02,-1.946982294321060181e-01
-8.348927646875381470e-02,-2.541512995958328247e-02,9.848799556493759155e-02,-1.352786421775817871e-01,9.519392251968383789e-02
-4.579063504934310913e-02,-2.716154418885707855e-02,-2.420776337385177612e-02,3.608630225062370300e-02,-3.321748971939086914e-02
-6.799305230379104614e-02,1.038100570440292358e-01,9.768933057785034180e-02,5.757633596658706665e-02,-6.705533713102340698e-02
-4.646938666701316833e-02,9.844124317169189453e-02,-9.610924869775772095e-02,7.016161829233169556e-02,-6.665861606597900391e-02
7.093989104032516479e-02,-2.830476500093936920e-02,4.978142306208610535e-02,2.381896041333675385e-02,1.209261715412139893e-01
3.550625219941139221e-02,-4.775267466902732849e-02,3.817440569400787354e-02,-4.640082642436027527e-02,-8.199335634708404541e-02
-2.579542435705661774e-02,4.066080600023269653e-02,6.415717303752899170e-02,4.234860837459564209e-02,-8.979845046997070312e-02
-8.757499046623706818e-03,-4.125466197729110718e-02,2.822061255574226379e-02,-4.030856862664222717e-02,-8.127252012491226196e-02
-2.945186942815780640e-02,-7.921316474676132202e-02,5.214232578873634338e-02,-1.107620149850845337e-01,2.066184207797050476e-02
-1.200248021632432938e-02,2.704519033432006836e-02,-2.509560808539390564e-02,2.659881673753261566e-02,-6.824006885290145874e-02
5.683512613177299500e-02,-7.807645201683044434e-02,-3.975458443164825439e-02,6.895536091178655624e-03,-1.998720131814479828e-02
-3.297057747840881348e-02,-7.042923569679260254e-02,-7.958340644836425781e-02,-8.141510188579559326e-02,-8.764826692640781403e-03
-4.097037389874458313e-02,-4.220006242394447327e-02,-6.354718934744596481e-03,-1.741984784603118896e-01,-1.761190034449100494e-02
3.975431621074676514e-02,9.463451057672500610e-02,-3.790722694247961044e-03,1.100347656756639481e-02,1.053612753748893738e-01
2.273199381306767464e-03,3.157221898436546326e-02,4.996405914425849915e-02,6.679349392652511597e-02,7.998142391443252563e-03
-4.115992039442062378e-02,-1.491143554449081421e-01,7.094689458608627319e-02,8.221828937530517578e-02,-9.591869264841079712e-02
-7.062371820211410522e-02,5.158150568604469299e-02,-8.400696516036987305e-02,-1.191354617476463318e-01,9.902937710285186768e-02
8.517802506685256958e-02,-1.179999113082885742e-01,2.102258801460266113e-02,1.540445256978273392e-02,1.532532125711441040e-01
-1.824029721319675446e-02,6.331031024456024170e-02,2.748495712876319885e-02,-9.465979784727096558e-02,6.277710199356079102e-02
-3.524529561400413513e-02,9.550850838422775269e-02,1.026936918497085571e-01,1.293270736932754517e-01,-1.049958243966102600e-01
-3.032063506543636322e-02,4.549209959805011749e-03,7.345275580883026123e-02,3.685740381479263306e-02,-1.529389061033725739e-02
-9.039218723773956299e-02,-7.262711971998214722e-02,-1.492233015596866608e-02,-8.403516560792922974e-02,8.500684797763824463e-02
-4.069826006889343262e-02,-6.905955076217651367e-02,9.767240285873413086e-02,1.649546176195144653e-01,5.150552466511726379e-02
3.890647366642951965e-02,2.166560292243957520e-02,-1.069271340966224670e-01,1.557817775756120682e-02,-4.949268698692321777e-02
-4.333704337477684021e-02,-5.376956984400749207e-02,4.991164058446884155e-02,5.314101651310920715e-02,-7.060270011425018311e-02
-1.767884939908981323e-02,-8.123075589537620544e-03,-6.673271209001541138e-02,1.440948843955993652e-01,4.535344243049621582e-02
-5.188515782356262207e-02,-9.651142358779907227e-02,4.919140413403511047e-02,-2.085077390074729919e-02,3.414927050471305847e-02
7.819369435310363770e-02,4.984143376350402832e-02,-6.287970393896102905e-02,-1.189414411783218384e-01,1.260288059711456299e-01
9.621314704418182373e-02,-7.397000212222337723e-03,-1.698893606662750244e-01,-1.114775054156780243e-02,-3.124256432056427002e-02
